epoch,train_loss,train_acc
1,1.7300054524739583,35.698095238095235
2,1.348858456372458,50.81492063492063
3,1.168701118687221,57.8415873015873
4,1.0538242266942583,62.20761904761905
5,0.9596372412303137,65.84507936507937
6,0.8772992820134239,68.89809523809524
7,0.8065298081170945,71.46412698412698
8,0.7530085061693949,73.32825396825397
9,0.7041589264400422,75.14603174603175
10,0.6657274455721416,76.49333333333334
11,0.630673458813864,77.73873015873016
12,0.5967752411373077,78.92825396825397
13,0.5682174124097067,79.9504761904762
14,0.5425875323098803,80.85904761904762
15,0.518894773210798,81.69111111111111
16,0.5020152947319878,82.27269841269842
17,0.48354091021825396,82.8536507936508
18,0.46567324441576763,83.62984126984126
19,0.44344761841789126,84.32793650793651
20,0.4335171247694227,84.7247619047619
21,0.4208337712363591,85.07936507936508
22,0.40816202431330606,85.62222222222222
23,0.3960704453241257,86.02603174603175
24,0.3857169716971261,86.40063492063491
25,0.3751023424905444,86.75301587301587
26,0.36297954542371963,87.20031746031746
27,0.35262767716665117,87.63333333333334
28,0.3443641854906839,87.87333333333333
29,0.3365301954481337,88.13333333333334
30,0.3287273929172092,88.45619047619047
31,0.32264927673339844,88.57174603174603
32,0.3108414248027499,89.10063492063492
33,0.3052176300775437,89.22952380952381
34,0.29908707675025575,89.54380952380953
35,0.2905859815809462,89.79079365079365
36,0.2856761501009502,89.95714285714286
37,0.2783256594461108,90.23238095238095
38,0.2715095475938585,90.49015873015873
39,0.2696504413423084,90.49238095238096
40,0.26232706616114054,90.79396825396826
41,0.25379615507579983,91.10031746031746
42,0.2577528588189019,91.00380952380952
43,0.2440609343755813,91.50730158730158
44,0.24009493926517547,91.59746031746032
45,0.23667138267395987,91.69936507936508
46,0.23504576667906746,91.7552380952381
47,0.22603737349737257,92.09142857142857
48,0.2244458747984871,92.18539682539682
49,0.22129127059209913,92.29047619047618
50,0.21501932750883557,92.47777777777777
51,0.2137588120717851,92.5304761904762
52,0.20783542274596198,92.75079365079365
53,0.20249394863068113,92.90603174603174
54,0.2030280756632487,92.95650793650793
55,0.1951446288093688,93.1679365079365
56,0.19441039077516586,93.22412698412698
57,0.19170888967362662,93.3295238095238
58,0.18711185225229415,93.50031746031746
59,0.18803287477039154,93.44571428571429
60,0.18199425012497675,93.68730158730159
61,0.1794354212685237,93.76857142857143
62,0.17540091339595734,93.85174603174603
63,0.17091905057392423,94.08730158730158
64,0.17492359059651694,93.88126984126984
65,0.16581249367850168,94.24634920634921
66,0.16715149128020756,94.16
67,0.16041745096842447,94.39809523809524
68,0.15553315073649088,94.5936507936508
69,0.161944653441414,94.3873015873016
70,0.15645393205672975,94.59079365079366
71,0.15386046484084356,94.67174603174603
72,0.1528840391855391,94.7136507936508
73,0.1528116068158831,94.66571428571429
74,0.14840677417573475,94.8679365079365
75,0.14781403278169178,94.8784126984127
76,0.14330143521021282,95.0431746031746
77,0.14312675214494977,95.03111111111112
78,0.14131680262732127,95.09746031746032
79,0.13621907767644004,95.28126984126985
80,0.13634243684798952,95.28761904761905
