epoch,loss,accuracy
164,0.4597053644074334,0.8394444444444444
165,0.46652527990341186,0.8376222222222223
166,0.4569156717300415,0.8396888888888889
167,0.4582235739866892,0.8395555555555556
168,0.45308452320628695,0.8418222222222222
169,0.4479675462404887,0.8437111111111111
170,0.45187427413198683,0.8405333333333334
171,0.4527260727988349,0.8419333333333333
172,0.4494135874642266,0.8421333333333333
173,0.44663960638046263,0.8458666666666667
174,0.4426746171368493,0.8452
175,0.43716269069777597,0.8455555555555555
176,0.44340115008354186,0.8444222222222222
177,0.4455967485851712,0.8440444444444445
178,0.4342840305858188,0.8492666666666666
179,0.43732951639493306,0.8460666666666666
180,0.43607061896853977,0.8492
181,0.43785315398110286,0.8461555555555555
182,0.4263359163496229,0.8506666666666667
183,0.43218847981558906,0.8494888888888888
184,0.42966832609176636,0.8498444444444444
185,0.42590062817997404,0.8516
186,0.42544058717091876,0.8501555555555556
187,0.4272785273181068,0.8505777777777778
188,0.41528921909862093,0.8534222222222222
189,0.4177828449196286,0.8525333333333334
190,0.4159909258630541,0.8556666666666667
191,0.4126215336004893,0.8561555555555556
192,0.412176881064309,0.8558
193,0.40478606408437096,0.8562
194,0.4107349149650998,0.8552222222222222
195,0.40532171944512263,0.8574444444444445
196,0.4014957079569499,0.8597333333333333
197,0.39901100550227697,0.8591555555555556
198,0.40636853533850775,0.8557555555555556
